Datetime,Ticker,Open,High,Low,Close,Volume
2025-05-21 17:43:00,GDXU,65.5,65.51,65.5,65.51,75.0
2025-05-21 17:43:00,NVDU,70.5,70.5,70.5,70.5,5.0
2025-05-21 17:44:00,GDXU,65.29,65.29,65.29,65.29,89.0
2025-05-21 17:45:00,NUGT,68.3596,68.3596,68.3596,68.3596,140.0
2025-05-21 17:45:00,NVDU,70.5,70.55,70.5,70.5,14.0
2025-05-21 17:46:00,GDXU,65.29,65.29,65.29,65.29,1.0
2025-05-21 17:46:00,NUGT,68.35,68.35,68.35,68.35,83.0
2025-05-21 17:47:00,NUGT,68.3597,68.3597,68.3597,68.3597,50.0
2025-05-21 17:47:00,NVDU,70.5,70.52,70.5,70.52,97.0
2025-05-21 17:48:00,GDXU,65.5,65.5,65.5,65.5,5.0
2025-05-21 17:48:00,NVDU,70.58,70.58,70.58,70.58,5.0
2025-05-21 17:49:00,NUGT,68.35,68.35,68.33,68.33,160.0
2025-05-21 17:49:00,NVDU,70.57,70.57,70.57,70.57,6.0
2025-05-21 17:50:00,GDXU,65.5,65.5,65.5,65.5,1.0
2025-05-21 17:50:00,NUGT,68.3586,68.3586,68.3586,68.3586,50.0
2025-05-21 17:50:00,NVDU,70.57,70.57,70.57,70.57,1.0
2025-05-21 17:51:00,GDXU,65.5,65.5,65.03,65.29,20.0
2025-05-21 17:51:00,NVDU,70.54,70.54,70.5,70.5,55.0
2025-05-21 17:52:00,GDXU,65.46,65.46,65.46,65.46,6.0
2025-05-21 17:53:00,GDXU,65.5,65.5,65.5,65.5,101.0
2025-05-21 17:53:00,NVDU,70.56,70.57,70.56,70.57,351.0
2025-05-21 17:54:00,GDXU,65.46,65.46,65.0,65.0,134.0
2025-05-21 17:55:00,NUGT,68.3,68.3,68.2999,68.2999,100.0
2025-05-21 17:56:00,GDXU,65.46,65.46,65.46,65.46,61.0
2025-05-21 17:56:00,NUGT,68.2115,68.3,68.2115,68.3,5.0
2025-05-21 17:57:00,NUGT,68.3,68.3,68.3,68.3,1.0
2025-05-21 17:58:00,NVDU,70.55,70.55,70.55,70.55,1.0
2025-05-21 17:59:00,NUGT,68.3,68.3,68.3,68.3,30.0
2025-05-21 17:59:00,NVDU,70.58,70.58,70.58,70.58,1.0
2025-05-21 18:00:00,GDXU,65.25,65.29,65.0,65.01,238.0
2025-05-21 18:01:00,GDXU,65.0,65.0,65.0,65.0,479.0
2025-05-21 18:01:00,NUGT,68.23,68.25,68.2101,68.2101,250.0
2025-05-21 18:01:00,NVDU,70.57,70.58,70.51,70.58,122.0
2025-05-21 18:02:00,NUGT,68.2101,68.2101,68.2101,68.2101,417.0
2025-05-21 18:02:00,NVDU,70.64,70.65,70.64,70.65,3.0
2025-05-21 18:03:00,GDXU,65.0,65.0,64.98,64.98,447.0
2025-05-21 18:03:00,NVDU,70.5,70.5,70.5,70.5,2.0
2025-05-21 18:04:00,GDXU,64.97,64.97,64.97,64.97,1.0
2025-05-21 18:04:00,NVDU,70.56,70.5697,70.56,70.5697,92.0
2025-05-21 18:05:00,JNUG,70.39,70.39,70.39,70.39,4.0
2025-05-21 18:05:00,NVDU,70.44,70.44,70.44,70.44,34.0
2025-05-21 18:06:00,JNUG,70.5,70.5,70.5,70.5,35.0
2025-05-21 18:06:00,NVDU,70.54,70.54,70.43,70.43,1003.0
2025-05-21 18:07:00,GDXU,64.97,64.97,64.95,64.95,136.0
2025-05-21 18:07:00,NUGT,68.25,68.25,68.2,68.2,323.0
2025-05-21 18:07:00,NVDU,70.56,70.56,70.56,70.56,20.0
2025-05-21 18:08:00,NVDU,70.57,70.57,70.4,70.4,75.0
2025-05-21 18:09:00,GDXU,64.86,64.86,64.86,64.86,30.0
2025-05-21 18:09:00,NVDU,70.38,70.4,70.36,70.4,139.0
2025-05-21 18:10:00,JNUG,70.42,70.42,70.42,70.42,2.0
2025-05-21 18:10:00,NVDU,70.3,70.3,70.3,70.3,25.0
2025-05-21 18:12:00,GDXU,64.95,64.95,64.95,64.95,2.0
2025-05-21 18:12:00,NVDU,70.2501,70.2501,70.2501,70.2501,400.0
2025-05-21 18:13:00,NVDU,70.25,70.25,70.25,70.25,259.0
2025-05-21 18:16:00,GDXU,64.86,64.86,64.86,64.86,2.0
2025-05-21 18:16:00,NUGT,68.2,68.2,68.18,68.18,661.0
2025-05-21 18:16:00,NVDU,70.35,70.35,70.35,70.35,4.0
2025-05-21 18:17:00,JNUG,70.49,70.49,70.49,70.49,90.0
2025-05-21 18:17:00,NVDU,70.33,70.38,70.33,70.38,8.0
2025-05-21 18:18:00,GDXU,64.86,64.86,64.86,64.86,20.0
2025-05-21 18:18:00,NVDU,70.2,70.2,70.2,70.2,50.0
2025-05-21 18:19:00,NUGT,68.1809,68.1809,68.1809,68.1809,19.0
2025-05-21 18:19:00,NVDU,70.31,70.31,70.31,70.31,21.0
2025-05-21 18:20:00,BITU,54.61,54.61,54.5001,54.5001,3000.0
2025-05-21 18:20:00,JNUG,70.49,70.49,70.49,70.49,40.0
2025-05-21 18:20:00,TQQQ,67.74,67.81,67.74,67.79,6388.0
2025-05-21 18:21:00,BITU,54.56,54.7,54.56,54.7,217.0
2025-05-21 18:21:00,BITX,57.67,57.81,57.67,57.76,1039.0
2025-05-21 18:21:00,ETHU,59.96,60.32,59.96,60.05,194.0
2025-05-21 18:21:00,JNUG,70.49,70.55,70.49,70.55,140.0
2025-05-21 18:21:00,TQQQ,67.79,67.83,67.7808,67.8,8496.0
2025-05-21 18:22:00,BITU,54.72,54.72,54.72,54.72,1.0
2025-05-21 18:22:00,BITX,57.76,57.85,57.76,57.8103,1000.0
2025-05-21 18:22:00,ETHU,60.31,60.31,60.03,60.27,113.0
2025-05-21 18:22:00,GDXU,64.98,64.98,64.98,64.98,50.0
2025-05-21 18:22:00,JNUG,70.6971,70.6971,70.6971,70.6971,1000.0
2025-05-21 18:22:00,NVDU,70.31,70.31,70.31,70.31,100.0
2025-05-21 18:22:00,TQQQ,67.81,67.84,67.81,67.8198,4685.0
2025-05-21 18:23:00,BITU,54.7,54.75,54.7,54.71,33.0
2025-05-21 18:23:00,BITX,57.8106,57.85,57.81,57.84,461.0
2025-05-21 18:23:00,ETHU,60.2786,60.2786,60.16,60.26,371.0
2025-05-21 18:23:00,GDXU,64.98,64.98,64.98,64.98,1.0
2025-05-21 18:23:00,NVDU,70.31,70.32,70.31,70.32,864.0
2025-05-21 18:23:00,TQQQ,67.82,67.85,67.81,67.85,2041.0
2025-05-21 18:24:00,BITU,54.71,54.73,54.71,54.73,32.0
2025-05-21 18:24:00,BITX,57.84,57.84,57.81,57.84,501.0
2025-05-21 18:24:00,ETHU,60.04,60.26,60.04,60.16,246.0
2025-05-21 18:24:00,GDXU,64.98,64.98,64.98,64.98,45.0
2025-05-21 18:24:00,TQQQ,67.84,67.85,67.83,67.84,4059.0
2025-05-21 18:25:00,BITU,54.75,54.84,54.75,54.8,1194.0
2025-05-21 18:25:00,BITX,57.81,57.86,57.81,57.82,308.0
2025-05-21 18:25:00,ETHU,60.16,60.31,60.07,60.3,1683.0
2025-05-21 18:25:00,GDXU,64.98,65.18,64.98,65.14,173.0
2025-05-21 18:25:00,JNUG,70.55,70.55,70.55,70.55,1.0
2025-05-21 18:25:00,NVDU,70.35,70.35,70.35,70.35,150.0
2025-05-21 18:25:00,TQQQ,67.83,67.84,67.8197,67.8303,3015.0
2025-05-21 18:26:00,BITU,54.84,54.84,54.75,54.83,199.0
2025-05-21 18:26:00,BITX,57.85,57.93,57.83,57.9,2945.0
2025-05-21 18:26:00,ETHU,60.2,60.32,60.09,60.3,2141.0
2025-05-21 18:26:00,GDXU,65.14,65.14,65.14,65.14,85.0
2025-05-21 18:26:00,NUGT,68.34,68.34,68.34,68.34,100.0
2025-05-21 18:26:00,NVDU,70.35,70.35,70.35,70.35,100.0
2025-05-21 18:26:00,TQQQ,67.8495,67.9,67.8202,67.8899,9299.0
2025-05-21 18:27:00,BITU,54.83,54.84,54.83,54.84,411.0
2025-05-21 18:27:00,BITX,57.92,57.93,57.9,57.92,3740.0
2025-05-21 18:27:00,ETHU,60.3,60.3,60.23,60.23,323.0
2025-05-21 18:27:00,GDXU,65.41,65.41,65.14,65.14,8.0
2025-05-21 18:27:00,TQQQ,67.89,67.89,67.86,67.86,2577.0
2025-05-21 18:28:00,BITU,54.8,54.8,54.8,54.8,1.0
2025-05-21 18:28:00,BITX,57.91,57.9475,57.84,57.88,1548.0
2025-05-21 18:28:00,ETHU,60.23,60.23,60.1,60.2282,178.0
2025-05-21 18:28:00,NVDU,70.35,70.35,70.35,70.35,100.0
2025-05-21 18:28:00,TQQQ,67.87,67.92,67.86,67.9,4366.0
2025-05-21 18:29:00,BITU,54.8,54.84,54.8,54.84,56.0
2025-05-21 18:29:00,BITX,57.87,57.98,57.87,57.98,1109.0
2025-05-21 18:29:00,ETHU,60.29,60.5,60.29,60.5,1700.0
2025-05-21 18:29:00,GDXU,65.14,65.14,65.14,65.14,2.0
2025-05-21 18:29:00,NUGT,68.34,68.36,68.34,68.36,200.0
2025-05-21 18:29:00,TQQQ,67.9,67.92,67.87,67.9,6524.0
2025-05-21 18:30:00,BITU,54.88,54.88,54.8,54.84,8112.0
2025-05-21 18:30:00,BITX,57.95,58.0,57.95,58.0,6140.0
2025-05-21 18:30:00,ETHU,60.5,60.66,60.16,60.66,3438.0
2025-05-21 18:30:00,GDXU,65.13,65.13,65.13,65.13,1879.0
2025-05-21 18:30:00,JNUG,70.48,70.49,70.48,70.49,2060.0
2025-05-21 18:30:00,NUGT,68.4,68.4,68.4,68.4,4934.0
2025-05-21 18:30:00,TQQQ,67.9,67.94,67.89,67.91,7473.0
2025-05-21 18:31:00,BITU,54.84,54.88,54.83,54.88,2997.0
2025-05-21 18:31:00,BITX,58.0,58.1017,58.0,58.07,4365.0
2025-05-21 18:31:00,ETHU,60.68,60.85,60.61,60.85,1558.0
2025-05-21 18:31:00,NUGT,68.36,68.48,68.36,68.48,508.0
2025-05-21 18:31:00,NVDU,70.41,70.41,70.41,70.41,10.0
2025-05-21 18:31:00,TQQQ,67.92,67.9692,67.91,67.92,7606.0
2025-05-21 18:32:00,BITU,54.88,54.9818,54.88,54.95,700.0
2025-05-21 18:32:00,BITX,58.08,58.21,58.07,58.21,1851.0
2025-05-21 18:32:00,ETHU,60.85,60.85,60.75,60.84,487.0
2025-05-21 18:32:00,NVDU,70.35,70.41,70.35,70.41,25.0
2025-05-21 18:32:00,TQQQ,67.93,67.941,67.92,67.94,1503.0
2025-05-21 18:33:00,BITU,54.94,55.0,54.94,54.99,2422.0
2025-05-21 18:33:00,BITX,58.21,58.23,58.18,58.23,10302.0
2025-05-21 18:33:00,ETHU,60.84,60.84,60.75,60.84,484.0
2025-05-21 18:33:00,GDXU,65.41,65.5,65.41,65.5,425.0
2025-05-21 18:33:00,TQQQ,67.93,67.96,67.9202,67.9402,4429.0
2025-05-21 18:34:00,BITU,54.98,55.37,54.98,55.37,6238.0
2025-05-21 18:34:00,BITX,58.23,58.27,58.23,58.25,4103.0
2025-05-21 18:34:00,ETHU,60.84,61.0,60.84,60.86,1625.0
2025-05-21 18:34:00,NVDU,70.41,70.41,70.35,70.35,10.0
2025-05-21 18:34:00,TQQQ,67.96,67.96,67.94,67.94,3664.0
2025-05-21 18:35:00,BITU,55.3,55.39,55.25,55.39,3005.0
2025-05-21 18:35:00,BITX,58.26,58.33,58.16,58.28,6607.0
2025-05-21 18:35:00,ETHU,60.85,60.8853,60.6,60.64,2374.0
2025-05-21 18:35:00,GDXU,65.14,65.14,65.09,65.09,188.0
2025-05-21 18:35:00,TQQQ,67.94,67.95,67.94,67.94,1298.0
2025-05-21 18:36:00,BITU,55.38,55.38,55.2317,55.25,1999.0
2025-05-21 18:36:00,BITX,58.27,58.2781,58.1714,58.1917,1113.0
2025-05-21 18:36:00,ETHU,60.73,60.83,60.64,60.6413,629.0
2025-05-21 18:36:00,GDXU,65.48,65.5,65.14,65.36,398.0
2025-05-21 18:36:00,TQQQ,67.94,67.95,67.9104,67.9301,8832.0
2025-05-21 18:37:00,BITU,55.24,55.5,55.24,55.4,3146.0
2025-05-21 18:37:00,BITX,58.25,58.36,58.25,58.3599,1444.0
2025-05-21 18:37:00,ETHU,60.6419,60.85,60.64,60.85,962.0
2025-05-21 18:37:00,GDXU,65.36,65.36,65.36,65.36,50.0
2025-05-21 18:37:00,TQQQ,67.94,67.94,67.92,67.93,1539.0
2025-05-21 18:38:00,BITU,55.39,55.45,55.2519,55.2519,961.0
2025-05-21 18:38:00,BITX,58.36,58.38,58.24,58.26,1092.0
2025-05-21 18:38:00,ETHU,60.85,60.85,60.59,60.59,293.0
2025-05-21 18:38:00,GDXU,65.39,65.39,65.39,65.39,1.0
2025-05-21 18:38:00,NVDU,70.46,70.46,70.46,70.46,77.0
2025-05-21 18:38:00,TQQQ,67.9299,67.93,67.8605,67.87,3903.0
2025-05-21 18:39:00,BITU,55.34,55.438,55.25,55.25,651.0
2025-05-21 18:39:00,BITX,58.25,58.29,58.1985,58.26,9998.0
2025-05-21 18:39:00,ETHU,60.59,60.59,60.31,60.31,243.0
2025-05-21 18:39:00,NVDU,70.4,70.4,70.4,70.4,100.0
2025-05-21 18:39:00,TQQQ,67.86,67.89,67.8399,67.89,5390.0
2025-05-21 18:40:00,BITU,55.25,55.33,55.25,55.25,2424.0
2025-05-21 18:40:00,BITX,58.27,58.27,58.1204,58.1699,3707.0
2025-05-21 18:40:00,ETHU,60.55,60.55,60.4,60.53,131.0
2025-05-21 18:40:00,NVDU,70.4,70.4,70.4,70.4,300.0
2025-05-21 18:40:00,TQQQ,67.8702,67.98,67.87,67.96,9546.0
2025-05-21 18:41:00,BITU,55.3,55.3,55.25,55.25,1236.0
2025-05-21 18:41:00,BITX,58.16,58.17,58.12,58.16,6736.0
2025-05-21 18:41:00,ETHU,60.3309,60.3996,60.3,60.34,1286.0
2025-05-21 18:41:00,GDXU,65.39,65.39,65.39,65.39,8.0
2025-05-21 18:41:00,NUGT,68.5,68.5,68.5,68.5,10.0
2025-05-21 18:41:00,NVDU,70.35,70.4,70.35,70.4,1474.0
2025-05-21 18:41:00,TQQQ,67.98,67.98,67.89,67.89,1292.0
2025-05-21 18:42:00,BITU,55.27,55.36,55.25,55.36,470.0
2025-05-21 18:42:00,BITX,58.17,58.32,58.12,58.32,2544.0
2025-05-21 18:42:00,ETHU,60.34,60.56,60.34,60.55,245.0
2025-05-21 18:42:00,GDXU,65.39,65.39,65.14,65.36,258.0
2025-05-21 18:42:00,NVDU,70.35,70.35,70.35,70.35,2.0
2025-05-21 18:42:00,TQQQ,67.8901,67.9,67.83,67.8403,3524.0
2025-05-21 18:43:00,BITU,55.34,55.45,55.34,55.45,822.0
2025-05-21 18:43:00,BITX,58.32,58.42,58.28,58.41,1057.0
2025-05-21 18:43:00,ETHU,60.52,60.6,60.4,60.52,26.0
2025-05-21 18:43:00,GDXU,65.9113,65.9113,65.36,65.36,2.0
2025-05-21 18:43:00,NUGT,68.5,68.5,68.5,68.5,20.0
2025-05-21 18:43:00,NVDU,70.4,70.4,70.4,70.4,600.0
2025-05-21 18:43:00,TQQQ,67.85,67.93,67.85,67.88,10448.0
2025-05-21 18:44:00,BITU,55.43,55.48,55.4,55.48,446.0
2025-05-21 18:44:00,BITX,58.4,58.41,58.31,58.4,317.0
2025-05-21 18:44:00,ETHU,60.38,60.6,60.38,60.6,181.0
2025-05-21 18:44:00,NUGT,68.5,68.5,68.5,68.5,20.0
2025-05-21 18:44:00,NVDU,70.36,70.36,70.36,70.36,15.0
2025-05-21 18:44:00,TQQQ,67.86,67.89,67.85,67.85,1220.0
2025-05-21 18:45:00,BITU,55.43,55.5,55.4215,55.43,1774.0
2025-05-21 18:45:00,BITX,58.33,58.5,58.33,58.48,4595.0
2025-05-21 18:45:00,ETHU,60.5,60.6,60.5,60.6,1194.0
2025-05-21 18:45:00,TQQQ,67.84,67.84,67.79,67.8204,7303.0
2025-05-21 18:46:00,BITU,55.43,55.5,55.38,55.4,1660.0
2025-05-21 18:46:00,BITX,58.49,58.49,58.2494,58.2499,1189.0
2025-05-21 18:46:00,ETHU,60.82,60.83,60.4,60.41,789.0
2025-05-21 18:46:00,GDXU,65.4,65.51,65.36,65.4,89.0
2025-05-21 18:46:00,TQQQ,67.83,67.83,67.78,67.8,2405.0
2025-05-21 18:47:00,BITU,55.4,55.4,55.26,55.35,447.0
2025-05-21 18:47:00,BITX,58.25,58.31,58.23,58.31,1831.0
2025-05-21 18:47:00,ETHU,60.5,60.62,60.3443,60.4993,364.0
2025-05-21 18:47:00,GDXU,65.5372,65.5372,65.5372,65.5372,100.0
2025-05-21 18:47:00,NUGT,68.48,68.5,68.48,68.5,11.0
2025-05-21 18:47:00,NVDU,70.36,70.36,70.35,70.35,10.0
2025-05-21 18:47:00,TQQQ,67.8009,67.85,67.78,67.85,7383.0
2025-05-21 18:48:00,BITU,55.4,55.4,55.33,55.35,1156.0
2025-05-21 18:48:00,BITX,58.32,58.3997,58.2701,58.28,3585.0
2025-05-21 18:48:00,ETHU,60.49,60.54,60.351,60.37,563.0
2025-05-21 18:48:00,GDXU,65.53,65.53,65.4,65.4,20.0
2025-05-21 18:48:00,TQQQ,67.86,67.89,67.85,67.87,1896.0
2025-05-21 18:49:00,BITU,55.35,55.4,55.35,55.38,2518.0
2025-05-21 18:49:00,BITX,58.33,58.36,58.27,58.3,221.0
2025-05-21 18:49:00,ETHU,60.38,60.58,60.38,60.51,1131.0
2025-05-21 18:49:00,GDXU,65.4,65.6008,65.4,65.6008,108.0
2025-05-21 18:49:00,TQQQ,67.89,67.9101,67.88,67.89,2342.0
2025-05-21 18:50:00,BITU,55.37,55.38,55.33,55.33,1101.0
2025-05-21 18:50:00,BITX,58.29,58.32,58.24,58.24,2147.0
2025-05-21 18:50:00,ETHU,60.51,60.75,60.51,60.75,510.0
2025-05-21 18:50:00,JNUG,70.41,70.41,70.41,70.41,20.0
2025-05-21 18:50:00,TQQQ,67.89,67.9,67.86,67.87,2390.0
2025-05-21 18:51:00,BITU,55.38,55.38,55.3,55.36,364.0
2025-05-21 18:51:00,BITX,58.2784,58.2791,58.1507,58.2194,1430.0
2025-05-21 18:51:00,ETHU,60.51,60.8499,60.51,60.79,1380.0
2025-05-21 18:51:00,GDXU,65.49,65.49,65.49,65.49,235.0
2025-05-21 18:51:00,NUGT,68.23,68.28,68.21,68.27,930.0
2025-05-21 18:51:00,TQQQ,67.87,67.87,67.81,67.8399,2007.0
2025-05-21 18:52:00,BITU,55.36,55.4,55.36,55.36,526.0
2025-05-21 18:52:00,BITX,58.19,58.23,58.15,58.1999,2097.0
2025-05-21 18:52:00,ETHU,60.53,60.95,60.53,60.9496,686.0
2025-05-21 18:52:00,GDXU,65.4,65.4,65.4,65.4,16.0
2025-05-21 18:52:00,NUGT,68.31,68.31,68.31,68.31,60.0
2025-05-21 18:52:00,TQQQ,67.83,67.86,67.83,67.85,1262.0
2025-05-21 18:53:00,BITU,55.29,55.36,55.25,55.35,262.0
2025-05-21 18:53:00,BITX,58.22,58.38,58.1399,58.26,4285.0
2025-05-21 18:53:00,ETHU,60.94,61.04,60.72,61.04,586.0
2025-05-21 18:53:00,NVDU,70.5,70.5,70.5,70.5,2.0
2025-05-21 18:53:00,TQQQ,67.86,67.87,67.83,67.87,4498.0
2025-05-21 18:54:00,BITU,55.36,55.4,55.35,55.4,318.0
2025-05-21 18:54:00,BITX,58.34,58.43,58.2993,58.2993,10432.0
2025-05-21 18:54:00,ETHU,61.06,61.45,61.06,61.23,2682.0
2025-05-21 18:54:00,GDXU,65.4,65.49,65.36,65.49,219.0
2025-05-21 18:54:00,NVDU,70.36,70.36,70.36,70.36,8.0
2025-05-21 18:54:00,TQQQ,67.87,67.89,67.87,67.88,6500.0
2025-05-21 18:55:00,BITU,55.4,55.4,55.36,55.36,39.0
2025-05-21 18:55:00,BITX,58.3981,58.4,58.29,58.3,4458.0
2025-05-21 18:55:00,ETHU,61.2355,61.3,61.2307,61.25,501.0
2025-05-21 18:55:00,GDXU,65.4,65.4,65.4,65.4,15.0
2025-05-21 18:55:00,NVDU,70.45,70.45,70.4,70.4,64.0
2025-05-21 18:55:00,TQQQ,67.88,67.88,67.85,67.85,12085.0
2025-05-21 18:56:00,BITU,55.36,55.36,55.27,55.27,419.0
2025-05-21 18:56:00,BITX,58.3,58.3269,58.22,58.28,5838.0
2025-05-21 18:56:00,ETHU,61.3798,61.4,61.2408,61.39,3969.0
2025-05-21 18:56:00,GDXU,65.05,65.49,64.79,65.49,573.0
2025-05-21 18:56:00,TQQQ,67.86,67.88,67.8503,67.88,5630.0
2025-05-21 18:57:00,BITU,55.27,55.4,55.18,55.25,604.0
2025-05-21 18:57:00,BITX,58.29,58.37,58.13,58.19,1914.0
2025-05-21 18:57:00,ETHU,61.4,61.52,61.08,61.2,3701.0
2025-05-21 18:57:00,GDXU,64.79,64.79,64.79,64.79,61.0
2025-05-21 18:57:00,NUGT,68.3,68.3,68.3,68.3,20.0
2025-05-21 18:57:00,NVDU,70.4,70.4,70.4,70.4,14.0
2025-05-21 18:57:00,TQQQ,67.87,67.88,67.84,67.85,10633.0
2025-05-21 18:58:00,BITU,55.3,55.3,55.3,55.3,451.0
2025-05-21 18:58:00,BITX,58.23,58.23,58.19,58.19,140.0
2025-05-21 18:58:00,ETHU,61.3,61.3,61.01,61.28,232.0
2025-05-21 18:58:00,GDXU,65.04,65.08,65.01,65.02,165.0
2025-05-21 18:58:00,NVDU,70.38,70.4,70.38,70.4,5.0
2025-05-21 18:58:00,TQQQ,67.86,67.9,67.8402,67.9,12422.0
2025-05-21 18:59:00,BITU,55.15,55.2,55.15,55.15,369.0
2025-05-21 18:59:00,BITX,58.2,58.21,58.12,58.12,743.0
2025-05-21 18:59:00,ETHU,61.23,61.3,61.17,61.28,1524.0
2025-05-21 18:59:00,GDXU,65.04,65.04,65.03,65.03,10.0
2025-05-21 18:59:00,NUGT,68.4,68.4,68.4,68.4,2.0
