
YUEIY,YUE YUEN INDL HLDGS ADR,7.27,0,0.00%,N/A,6.83,7.39,0,0,1.217,"2,333 M",N/A
KRYPY,KERRY PPTYS LTD HONG ADR,11.92,0,0.00%,N/A,10.9,13.05,0,0,0.3607,"3,460 M",N/A
HLPPY,HANG LUNG PPTYS LTD ADR,4.255,0,0.00%,N/A,4.15,4.49,0,0,0.2963,"4,257 M",N/A
SPKKY,SPARK NEW ZEALAND LT ADR,7.03,0,0.00%,N/A,6.81,7.16,0,0,0.5265,"2,593 M",N/A
LGGNY,LEGAL & GEN GROUP PL ADR,16.97,0,0.00%,N/A,17,18.55,0,0,0.1794,"19,361 M",N/A
CIB,GRUPO CIBEST SA ADR,43.21,0,0.00%,1,41.72,44.2,0,0,6.339,"10,390 M",++
CICOY,COSCO SHIPPING HLDGS ADR,8.85,0,0.00%,N/A,8.26,9.26,0,0,2.11,"27,416 M",N/A
TECTP,"TECTONIC FINL, INC. 9% PFD Callable",10.6,0,0.00%,N/A,10.53,10.68,0,0,N/A,0,N/A
NYMTM,NEW YORK MORTGAGE TR VAR PFD Callable,24.78,0,0.00%,N/A,24.01,24.88,0,0,N/A,0,N/A
JOF,JAPAN SMALLER CAPITALIZATION CF,9.57,0,0.00%,6,9.44,9.8,0,0,0.27,271 M,N/A
CODI,COMPASS DIVERSIFIED,6.38,0,0.00%,"14,783",6.2,6.4,0,0,-1.14,480 M,132.63%
AOIFF,MEREN ENERGY INC,1.3,0,0.00%,N/A,1.3,1.35,0,0,-0.52,878 M,N/A
HYSNY,HYSAN DEV LTD ADR,3.52,0,0.00%,N/A,3.15,3.7,0,0,0.0077,"1,808 M",N/A
ITAYY,INDO TAMBANGRAYA MEG ADR,2.9,0,0.00%,N/A,2.66,3.23,0,0,0.68,"1,638 M",N/A
TRATY,TRATON SE ADR,31.83,0,0.00%,N/A,28.9,33.9,0,0,5.455,0,N/A
CCEL,CRYO-CELL INTL INC,5.1447,0,0.00%,N/A,4.9,5.55,0,0,0.0126,42 M,N/A
TYG,Tortoise Energy Infrastructure,42.34,0,0.00%,N/A,42.34,43.72,0,0,19.59,456 M,N/A
PBR,PETROLEO BRASILEIRO ADR,13,0,0.00%,"88,289",13.07,13.08,0,0,1.34,"83,777 M",36.60%
VARRY,VAR ENERGI ASA ADR,6.669,0,0.00%,N/A,6.47,7.47,0,0,0.5296,"8,324 M",N/A
CRWS,CROWN CRAFTS INC,3.09,0,0.00%,45,3.06,3.11,0,0,0.24,32 M,124.24%
UWMC,UWM HLDGS CORP A,3.97,0,0.00%,"1,681",3.97,4,0,0,-0.08,800 M,49.22%
CALM,CAL MAINE FOODS INC,103.07,0,0.00%,184,100.49,103.55,0,0,20.24,"4,998 M",38.46%
AEF,Abrdn Emrg Mkts Ex China Fund,5.72,0,0.00%,N/A,5.42,6.09,0,0,0.39,232 M,N/A
JKS,JINKOSOLAR HLDG CO L ADR,19.93,0,0.00%,"1,115",20.05,20.2,0,0,-4.962,"1,029 M",70.49%
HTGC,HERCULES CAP INC,18.02,0,0.00%,137,17.95,18.12,0,0,1.33,"3,161 M",21.31%
SUNS,SUNRISE RLTY TR INC,10.89,0,0.00%,10,10.52,11.05,0,0,0.6094,146 M,++
VTKLY,VTECH HLDGS LTD ADR,7.097,0,0.00%,N/A,6.75,7.5,0,0,0.619,"1,794 M",N/A
FDUS,FIDUS INVT CORP,20.03,0,0.00%,2,19.75,20.1,0,0,2.33,701 M,22.04%
TX,TERNIUM S A ADR,30.13,0,0.00%,N/A,28,30.62,0,0,-1.8,"5,915 M",30.82%
OPI,OFFICE PPTYS INCOME REIT,0.26,0,0.00%,"22,011",0.2558,0.265,0,0,-3.18,18 M,N/A
WU,WESTERN UN CO,8.44,0,0.00%,"9,540",8.48,8.5,0,0,2.69,"2,790 M",35.94%
NFJ,VIRTUS DIVID INT & PREM STRATEGY FD,12.01,0,0.00%,N/A,11.98,12.34,0,0,1.37,"1,139 M",N/A
BBSEY,BB SEGURIDADE PARTIC ADR,6.62,0,0.00%,N/A,6.47,6.8,0,0,0.7724,"12,851 M",N/A
KREF,KKR REAL ESTATE FIN,9.25,0,0.00%,51,8.78,9.44,0,0,0.17,627 M,37.37%
AOD,ABRDN TOTAL DYNAMIC DIVIDEND CF,8.66,0,0.00%,3,8.65,8.69,0,0,1.93,913 M,N/A
UAN,CVR PARTNERS LP,89.18,0,0.00%,1,81.05,90.25,0,0,7.13,943 M,17.77%
NPFD,NUVEEN VARIABLE RATE PREF INCM CF,18.89,0,0.00%,N/A,18.48,19.42,0,0,2.14,456 M,N/A
NRO,NEUBERGER BERMN REAL EST SEC INCM CF,3.19,0,0.00%,N/A,3.1,3.21,0,0,1.252,155 M,N/A
SLRC,SLR INVESTMENT CORP,16.21,0,0.00%,52,16.05,16.35,0,0,1.62,884 M,33.18%
CCAP,CRESCENT CAP BDC INC,14.45,0,0.00%,"1,102",14.45,14.69,0,0,1.34,536 M,23.65%
BSM,BLACK STONE MINERALS,13.19,0,0.00%,"3,353",13.18,13.22,0,0,0.92,"2,791 M",22.85%
FINS,ANGEL OAK FINANCIAL STR I NAV CF,12.7,0,0.00%,N/A,5.08,13.62,0,0,1.58,318 M,N/A
CGBD,CARLYLE SECD LENDING,13.94,0,0.00%,20,13.91,14.11,0,0,1.31,"1,016 M",62.10%
PTY,PIMCO CORPORATE OPPORTUNITY CF,13.62,0,0.00%,796,13.64,13.65,0,0,1.42,"2,539 M",N/A
CHI,CALAMOS CONVERTIBLE OPPO AND INCM CF,10.05,0,0.00%,N/A,10.01,10.1,0,0,2.19,783 M,N/A
CIF,MFS INTERMEDIATE HIGH INCOME CF,1.71,0,0.00%,52,1.69,1.72,0,0,0.23,31 M,N/A
NRT,NORTH EUROPEAN OIL R Royalty Trust,5.25,0,0.00%,28,5.05,5.35,0,0,0.59,48 M,++
PCN,PIMCO CORP INCOME CF,12.55,0,0.00%,1,12.53,12.62,0,0,1.36,803 M,N/A
OBDC,BLUE OWL CAP CORP,14.58,0,0.00%,"11,431",14.6,14.76,0,0,1.55,"7,451 M",19.27%
BCSF,BAIN CAP SPECIALTY F,14.98,0,0.00%,261,14.92,15.2,0,0,1.74,972 M,27.89%
CHY,CALAMOS CONVERTIBLE AND HIGH INC CF,10.47,0,0.00%,N/A,10.4,10.46,0,0,2.34,830 M,N/A
DKL,DELEK LOGISTICS PART,42.9,0,0.00%,1,42.07,44.31,0,0,2.98,"2,293 M",26.77%
ARLP,ALLIANCE RESOURCE PA,26.14,0,0.00%,181,26,26.55,0,0,2.13,"3,357 M",27.44%
CHCT,COMMUNITY HEALTHCARE,16.79,0,0.00%,22,16.8,17.07,0,0,-0.31,476 M,53.61%
GBDC,GOLUB CAP BDC INC,14.71,0,0.00%,"3,598",14.72,14.78,0,0,1.08,"3,919 M",16.92%
CSWC,CAPITAL SOUTHWEST CO,21.34,0,0.00%,211,21.36,21.48,0,0,1.47,"1,170 M",29.79%
