Datetime,Ticker,Open,High,Low,Close,Volume
2020-06-17 01:00,AAPL,88.7875,88.85,87.7725,87.8975,114406504
2020-06-17 01:00:00,AAPL,88.7875,88.85,87.7725,87.8975,114406504
2020-06-18 01:00,AAPL,87.8525,88.3625,87.305,87.9325,96820384
2020-06-18 01:00:00,AAPL,87.8525,88.3625,87.305,87.9325,96820384
2020-06-19 01:00,AAPL,88.65875,89.14,86.2875,87.43,264475808
2020-06-19 01:00:00,AAPL,88.65875,89.14,86.2875,87.43,264475808
2020-06-22 01:00,AAPL,87.835,89.865,87.7875,89.7175,135445264
2020-06-22 01:00:00,AAPL,87.835,89.865,87.7875,89.7175,135445264
2020-06-23 01:00,AAPL,91.0,93.095,90.567525,91.6325,212155476
2020-06-23 01:00:00,AAPL,91.0,93.095,90.567525,91.6325,212155476
2020-06-24 01:00,AAPL,91.25,92.1975,89.63,90.015,192623396
2020-06-24 01:00:00,AAPL,91.25,92.1975,89.63,90.015,192623396
2020-06-25 01:00,AAPL,90.175,91.25,89.3925,91.21,137522512
2020-06-25 01:00:00,AAPL,90.175,91.25,89.3925,91.21,137522512
2020-06-26 01:00,AAPL,91.1025,91.33,88.255,88.4075,205256844
2020-06-26 01:00:00,AAPL,91.1025,91.33,88.255,88.4075,205256844
2020-06-29 01:00,AAPL,88.3125,90.5434,87.82,90.445,130646076
2020-06-29 01:00:00,AAPL,88.3125,90.5434,87.82,90.445,130646076
2020-06-30 01:00,AAPL,90.02,91.495,90.0,91.2,140223284
2020-06-30 01:00:00,AAPL,90.02,91.495,90.0,91.2,140223284
2020-07-01 01:00,AAPL,91.28,91.84,90.9775,91.0275,110737236
2020-07-01 01:00:00,AAPL,91.28,91.84,90.9775,91.0275,110737236
2020-07-02 01:00,AAPL,91.9625,92.6175,90.91,91.0275,114041468
2020-07-02 01:00:00,AAPL,91.9625,92.6175,90.91,91.0275,114041468
2020-07-06 01:00,AAPL,92.5,93.945,92.4675,93.4625,118655652
2020-07-06 01:00:00,AAPL,92.5,93.945,92.4675,93.4625,118655652
2020-07-07 01:00,AAPL,93.8525,94.655,93.0575,93.1725,112424456
2020-07-07 01:00:00,AAPL,93.8525,94.655,93.0575,93.1725,112424456
2020-07-08 01:00,AAPL,94.18,95.375,94.09,95.3425,117091880
2020-07-08 01:00:00,AAPL,94.18,95.375,94.09,95.3425,117091880
2020-07-09 01:00,AAPL,96.2625,96.3175,94.6725,95.6825,125642608
2020-07-09 01:00:00,AAPL,96.2625,96.3175,94.6725,95.6825,125642608
2020-07-10 01:00,AAPL,95.335,95.98,94.705175,95.92,90257320
2020-07-10 01:00:00,AAPL,95.335,95.98,94.705175,95.92,90257320
2020-07-13 01:00,AAPL,97.265,99.955,95.2575,95.4775,191649140
2020-07-13 01:00:00,AAPL,97.265,99.955,95.2575,95.4775,191649140
