Datetime,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2025-06-04 13:30:00+00:00,203.02999877929688,204.03990173339844,202.6508026123047,203.4499969482422,2776543
2025-06-04 13:35:00+00:00,204.66000366210938,204.70419311523438,203.0301055908203,203.0749969482422,1374797
2025-06-04 13:40:00+00:00,204.5330047607422,204.83999633789062,204.22999572753906,204.64010620117188,1059117
2025-06-04 13:45:00+00:00,204.88999938964844,204.92999267578125,204.25,204.34500122070312,682122
2025-06-04 13:50:00+00:00,205.17999267578125,205.36000061035156,204.7100067138672,204.92990112304688,1090552
2025-06-04 13:55:00+00:00,205.03489685058594,205.22500610351562,204.83999633789062,205.1999969482422,561343
2025-06-04 14:00:00+00:00,205.51499938964844,205.66000366210938,204.6199951171875,205.05999755859375,1009552
2025-06-04 14:05:00+00:00,205.5989990234375,205.73500061035156,205.25999450683594,205.50999450683594,1080597
2025-06-04 14:10:00+00:00,205.5500030517578,206.24000549316406,205.5500030517578,205.60000610351562,1098532
2025-06-04 14:15:00+00:00,205.16009521484375,205.7899932861328,205.14500427246094,205.5500030517578,730851
2025-06-04 14:20:00+00:00,204.8997039794922,205.25,204.64500427246094,205.1699981689453,673908
2025-06-04 14:25:00+00:00,205.13999938964844,205.3000030517578,204.88499450683594,204.88499450683594,476159
2025-06-04 14:30:00+00:00,204.8000030517578,205.17999267578125,204.72000122070312,205.1199951171875,362551
2025-06-04 14:35:00+00:00,204.77999877929688,204.94000244140625,204.6699981689453,204.82000732421875,329829
2025-06-04 14:40:00+00:00,204.50999450683594,204.8300018310547,204.49000549316406,204.74000549316406,349118
2025-06-04 14:45:00+00:00,204.24000549316406,204.64999389648438,204.22000122070312,204.52000427246094,383399
2025-06-04 14:50:00+00:00,204.0399932861328,204.32000732421875,203.99009704589844,204.22999572753906,440769
2025-06-04 14:55:00+00:00,204.27999877929688,204.32000732421875,204.02699279785156,204.02699279785156,383143
2025-06-04 15:00:00+00:00,204.39999389648438,204.7100067138672,204.30999755859375,204.31500244140625,498568
2025-06-04 15:05:00+00:00,204.331298828125,204.53160095214844,204.16000366210938,204.40499877929688,344189
2025-06-04 15:10:00+00:00,204.3249969482422,204.4199981689453,204.14999389648438,204.3350067138672,336522
2025-06-04 15:15:00+00:00,204.36500549316406,204.50999450683594,204.16000366210938,204.3300018310547,353545
2025-06-04 15:20:00+00:00,204.3699951171875,204.46009826660156,204.10000610351562,204.36500549316406,406946
2025-06-04 15:25:00+00:00,204.08999633789062,204.39999389648438,204.08999633789062,204.3800048828125,250566
