Datetime,Close,High,Low,Open,Volume
,AMD,AMD,AMD,AMD,AMD
2025-06-04 13:30:00+00:00,117.60649871826172,117.9000015258789,117.06999969482422,117.68710327148438,1880401
2025-06-04 13:35:00+00:00,117.53340148925781,117.7300033569336,117.13999938964844,117.61000061035156,734984
2025-06-04 13:40:00+00:00,116.82749938964844,117.75599670410156,116.80000305175781,117.5199966430664,729248
2025-06-04 13:45:00+00:00,117.04000091552734,117.27999877929688,116.80999755859375,116.83999633789062,526163
2025-06-04 13:50:00+00:00,116.82420349121094,117.0999984741211,116.70030212402344,117.04989624023438,560873
2025-06-04 13:55:00+00:00,116.70999908447266,116.93499755859375,116.58699798583984,116.80999755859375,480029
2025-06-04 14:00:00+00:00,115.91999816894531,116.68000030517578,115.90010070800781,116.68000030517578,633198
2025-06-04 14:05:00+00:00,116.23999786376953,116.29989624023438,115.7300033569336,115.92729949951172,570753
2025-06-04 14:10:00+00:00,116.4800033569336,116.61000061035156,116.23999786376953,116.23999786376953,347233
2025-06-04 14:15:00+00:00,116.7699966430664,116.79000091552734,116.41000366210938,116.47000122070312,340259
2025-06-04 14:20:00+00:00,116.6500015258789,116.88999938964844,116.51499938964844,116.76499938964844,328561
2025-06-04 14:25:00+00:00,116.91500091552734,116.97000122070312,116.62999725341797,116.65750122070312,287939
2025-06-04 14:30:00+00:00,116.93499755859375,117.05000305175781,116.85009765625,116.9000015258789,294996
2025-06-04 14:35:00+00:00,116.82420349121094,117.16999816894531,116.7699966430664,116.97000122070312,327259
2025-06-04 14:40:00+00:00,116.77999877929688,116.94999694824219,116.69999694824219,116.83999633789062,219661
2025-06-04 14:45:00+00:00,116.88999938964844,117.01499938964844,116.6332015991211,116.79000091552734,168937
2025-06-04 14:50:00+00:00,117.12000274658203,117.125,116.7300033569336,116.87000274658203,205960
2025-06-04 14:55:00+00:00,117.30999755859375,117.3499984741211,117.07499694824219,117.11000061035156,226028
2025-06-04 15:00:00+00:00,117.63999938964844,117.66000366210938,117.22000122070312,117.30999755859375,367740
2025-06-04 15:05:00+00:00,117.79000091552734,117.86990356445312,117.58000183105469,117.63719940185547,582251
2025-06-04 15:10:00+00:00,117.63999938964844,117.79000091552734,117.61000061035156,117.7885971069336,341817
2025-06-04 15:15:00+00:00,117.83499908447266,117.875,117.56999969482422,117.64109802246094,398183
2025-06-04 15:20:00+00:00,117.7699966430664,117.88999938964844,117.68000030517578,117.81999969482422,254901
