year,month,Est. Income $,account_type,week_captured
2025,Total,2134.1666666666665,ETRADE_IRA,2025-07-06
2025,Total,786.25,ETRADE_Taxable,2025-07-06
2025,Total,8.854166666666666,Schwab_Individual,2025-07-06
