year,month,Est. Income $,account_type,week_captured
2025,Total,2317.6666666666665,ETRADE_IRA,2025-06-29
2025,Total,867.3333333333334,ETRADE_Taxable,2025-06-29
2025,Total,8.854166666666666,Schwab_Individual,2025-06-29
