year,month,Est. Income $,account_type,week_captured
2025,Total,0,ETRADE_IRA,2025-08-03
2025,Total,0,ETRADE_Taxable,2025-08-03
2025,Total,0,Schwab_Individual,2025-08-03
2025,Total,0,Schwab_IRA,2025-08-03
