year,month,Est. Income $,account_type,week_captured
2025,Total,2160.5,ETRADE_IRA,2025-07-13
2025,Total,788.5,ETRADE_Taxable,2025-07-13
2025,Total,8.854166666666666,Schwab_Individual,2025-07-13
2025,Total,53.836666666666666,Schwab_IRA,2025-07-13
