year,month,Est. Income $,account_type,week_captured
2025,Total,2200.8333333333335,ETRADE_IRA,2025-07-27
2025,Total,817.9166666666666,ETRADE_Taxable,2025-07-27
2025,Total,21.25,Schwab_Individual,2025-07-27
2025,Total,700.3333333333334,Schwab_IRA,2025-07-27
