year,month,Est. Income $,account_type,week_captured
2025,Total,2167.1666666666665,ETRADE_IRA,2025-07-20
2025,Total,789.0,ETRADE_Taxable,2025-07-20
2025,Total,127.16666666666667,Schwab_Individual,2025-07-20
2025,Total,572.3333333333334,Schwab_IRA,2025-07-20
